Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 19:40:36,INFO,4.166404799431426, -1, 86.0, 86.0, 0.0006821155548095703, 0.481931209564209 , 432.15, 432.33, 636.89 ,521.97
2022/05/15 19:41:22,INFO,4.166404799431426, -1, 86.0, 86.0, 0.00070953369140625, 0.4993019104003906 , 432.21, 432.39, 633.49 ,518.44
2022/05/15 19:41:37,INFO,4.166404799431426, -1, 86.0, 86.0, 0.0006968975067138672, 0.47695302963256836 , 432.27, 432.52, 635.11 ,520.11
2022/05/15 19:41:56,INFO,4.166404799431426, -1, 86.0, 86.0, 0.0006842613220214844, 0.4725663661956787 , 432.50, 432.74, 634.89 ,519.85
2022/05/15 19:42:21,INFO,4.166404799431426, -1, 86.0, 86.0, 0.0006704330444335938, 0.47122764587402344 , 431.87, 432.14, 634.98 ,520.49
2022/05/15 19:42:50,INFO,4.166404799431426, 1, 4.0, 2.0, 0.0007009506225585938, 0.4715588092803955 , 432.25, 432.42, 635.42 ,520.81
2022/05/15 19:43:09,INFO,4.166404799431426, 1, 4.0, 2.0, 0.0009052753448486328, 0.47776079177856445 , 432.23, 432.52, 634.79 ,519.66
2022/05/15 19:43:26,INFO,4.166404799431426, 1, 4.0, 2.0, 0.0006768703460693359, 0.48226118087768555 , 431.59, 431.86, 634.37 ,519.00
2022/05/15 19:43:47,INFO,4.166404799431426, 1, 4.0, 2.0, 0.000659942626953125, 0.47815680503845215 , 432.07, 432.27, 634.72 ,520.39
2022/05/15 19:44:06,INFO,4.166404799431426, 1, 4.0, 2.0, 0.00067901611328125, 0.46930646896362305 , 432.22, 432.40, 636.09 ,521.31
2022/05/15 19:45:38,INFO,4.166404799431426, 1, 4.0, 2.0, 0.0007600784301757812, 0.4980762004852295 , 635.18, 635.17, 638.90 ,638.78
