Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 18:33:58,INFO,4.592800050348271, 1, 6.5, 0.75, 0.0007696151733398438, 1.8242623805999756 , 433.62, 433.79, 1199.28 ,747.75
2022/05/15 18:34:37,INFO,4.592800050348271, 1, 6.5, 0.75, 0.0007486343383789062, 1.8116405010223389 , 433.64, 433.91, 1200.07 ,748.33
2022/05/15 18:35:06,INFO,4.592800050348271, 1, 6.5, 0.75, 0.0007097721099853516, 1.8698577880859375 , 433.79, 433.96, 1199.46 ,748.19
2022/05/15 18:35:33,INFO,4.592800050348271, 1, 6.5, 0.75, 0.0007026195526123047, 1.858306646347046 , 433.76, 433.94, 1207.58 ,755.64
2022/05/15 18:36:15,INFO,4.592800050348271, 1, 6.5, 0.75, 0.0007359981536865234, 1.8695642948150635 , 432.98, 433.30, 1205.42 ,753.88
2022/05/15 18:38:21,INFO,4.592800050348271, -1, 93.25, 93.25, 0.0007348060607910156, 1.8165457248687744 , 432.86, 433.06, 1199.52 ,747.20
2022/05/15 18:38:58,INFO,4.592800050348271, -1, 93.25, 93.25, 0.0007214546203613281, 1.8571293354034424 , 433.22, 433.48, 1199.09 ,747.21
2022/05/15 18:39:38,INFO,4.592800050348271, -1, 93.25, 93.25, 0.0007197856903076172, 1.8470573425292969 , 432.85, 433.09, 1198.70 ,747.21
2022/05/15 18:40:45,INFO,4.592800050348271, -1, 93.25, 93.25, 0.000728607177734375, 1.8289916515350342 , 432.40, 432.67, 1198.15 ,746.23
2022/05/15 18:41:08,INFO,4.592800050348271, -1, 93.25, 93.25, 0.0007688999176025391, 1.8467273712158203 , 432.65, 432.83, 1205.19 ,753.17
2022/05/16 20:18:12,INFO,4.592800050348271, -1, 93.25, 93.25, 0.0002980232238769531, 0.7250711917877197 , 430.16, 430.40, 1197.41 ,744.55
