Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 20:08:17,INFO,4.277000150411607, 1, 2.5, 0.0, 0.0007102489471435547, 0.9662594795227051 , 432.22, 432.40, 822.85 ,595.43
2022/05/15 20:08:42,INFO,4.277000150411607, 1, 2.5, 0.0, 0.0007085800170898438, 0.9462294578552246 , 432.27, 432.46, 822.94 ,595.49
2022/05/15 20:09:02,INFO,4.277000150411607, 1, 2.5, 0.0, 0.0007042884826660156, 0.9276585578918457 , 432.62, 432.89, 826.69 ,599.29
2022/05/15 20:09:52,INFO,4.277000150411607, 1, 2.5, 0.0, 0.0007390975952148438, 0.9244778156280518 , 431.35, 431.62, 822.34 ,595.15
2022/05/15 20:10:37,INFO,4.277000150411607, 1, 2.5, 0.0, 0.0006911754608154297, 0.937934398651123 , 432.79, 433.03, 826.84 ,599.21
2022/05/15 20:11:32,INFO,4.277000150411607, -1, 96.0, 96.0, 0.0006830692291259766, 0.9248628616333008 , 432.48, 432.66, 824.43 ,596.45
2022/05/15 20:12:12,INFO,4.277000150411607, -1, 96.0, 96.0, 0.0006985664367675781, 0.9498474597930908 , 431.39, 431.66, 822.45 ,594.89
2022/05/15 20:12:35,INFO,4.277000150411607, -1, 96.0, 96.0, 0.0007860660552978516, 0.9341142177581787 , 432.23, 432.46, 824.14 ,596.78
2022/05/15 20:12:54,INFO,4.277000150411607, -1, 96.0, 96.0, 0.0007479190826416016, 0.9670355319976807 , 431.11, 431.38, 822.28 ,594.88
2022/05/15 20:13:23,INFO,4.277000150411607, -1, 96.0, 96.0, 0.0007007122039794922, 0.9587662220001221 , 432.49, 432.67, 824.51 ,596.47
