Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 20:03:30,INFO,4.356837245218412, -1, 96.0, 96.0, 0.0007162094116210938, 0.9252216815948486 , 432.50, 432.79, 822.95 ,595.31
2022/05/15 20:03:49,INFO,4.356837245218412, -1, 96.0, 96.0, 0.0007150173187255859, 0.9241385459899902 , 431.70, 431.98, 826.18 ,598.31
2022/05/15 20:04:04,INFO,4.356837245218412, -1, 96.0, 96.0, 0.0007195472717285156, 0.9348490238189697 , 433.08, 433.31, 823.56 ,595.94
2022/05/15 20:04:23,INFO,4.356837245218412, -1, 96.0, 96.0, 0.0008118152618408203, 0.9371607303619385 , 432.16, 432.34, 827.19 ,599.54
2022/05/15 20:04:41,INFO,4.356837245218412, -1, 96.0, 96.0, 0.0007333755493164062, 0.9500751495361328 , 432.29, 432.46, 827.00 ,599.33
2022/05/15 20:05:05,INFO,4.356837245218412, 1, 3.5000000000000004, 1.0, 0.0007159709930419922, 0.9278883934020996 , 432.58, 432.75, 823.77 ,595.72
2022/05/15 20:05:37,INFO,4.356837245218412, 1, 3.5000000000000004, 1.0, 0.0007228851318359375, 0.9252958297729492 , 432.96, 433.16, 824.37 ,596.46
2022/05/15 20:05:56,INFO,4.356837245218412, 1, 3.5000000000000004, 1.0, 0.0007081031799316406, 0.9396817684173584 , 431.39, 431.66, 825.71 ,598.03
2022/05/15 20:06:18,INFO,4.356837245218412, 1, 3.5000000000000004, 1.0, 0.0007104873657226562, 0.9437153339385986 , 432.67, 432.96, 827.41 ,599.58
2022/05/15 20:06:35,INFO,4.356837245218412, 1, 3.5000000000000004, 1.0, 0.0007565021514892578, 1.0096452236175537 , 432.40, 432.61, 826.23 ,598.94
