Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 19:25:18,INFO,4.308754790684801, 1, 4.0, 0.0, 0.0007150173187255859, 0.4655337333679199 , 431.39, 431.62, 634.67 ,519.98
2022/05/15 19:25:46,INFO,4.308754790684801, 1, 4.0, 0.0, 0.0007076263427734375, 0.5234856605529785 , 432.56, 432.82, 634.69 ,519.78
2022/05/15 19:26:12,INFO,4.308754790684801, 1, 4.0, 0.0, 0.00084686279296875, 0.4891800880432129 , 432.29, 432.54, 636.07 ,520.39
2022/05/15 19:26:32,INFO,4.308754790684801, 1, 4.0, 0.0, 0.0006632804870605469, 0.46259188652038574 , 431.45, 431.71, 635.33 ,520.07
2022/05/15 19:26:59,INFO,4.308754790684801, 1, 4.0, 0.0, 0.0007314682006835938, 0.47083568572998047 , 432.14, 432.32, 635.18 ,520.40
2022/05/15 19:28:04,INFO,4.308754790684801, -1, 93.0, 93.0, 0.0006685256958007812, 0.4801764488220215 , 432.43, 432.68, 635.31 ,520.53
2022/05/15 19:28:27,INFO,4.308754790684801, -1, 93.0, 93.0, 0.0007317066192626953, 0.4714946746826172 , 432.57, 432.81, 637.34 ,521.80
2022/05/15 19:28:59,INFO,4.308754790684801, -1, 93.0, 93.0, 0.0008754730224609375, 0.4711954593658447 , 432.05, 432.29, 635.37 ,520.68
2022/05/15 19:29:39,INFO,4.308754790684801, -1, 93.0, 93.0, 0.0007011890411376953, 0.4669685363769531 , 432.39, 432.57, 635.80 ,520.43
2022/05/15 19:30:15,INFO,4.308754790684801, -1, 93.0, 93.0, 0.0006735324859619141, 0.47945332527160645 , 432.40, 432.61, 636.24 ,521.51
