Date,Level,Loss,Degree of accuracy (Decimal place),Plain test accuracy,Encrypted test accuracy,Testing time,Encrypted testing time,Memory of model,Cleartext testing memory usage,Encrypted testing memory usage ,Encrypting testset memory usage 
2022/05/15 18:42:42,INFO,3.9551707235149305, -1, 94.5, 94.5, 0.0009424686431884766, 1.8684337139129639 , 433.06, 433.29, 1205.88 ,754.13
2022/05/15 18:43:46,INFO,3.9551707235149305, -1, 94.5, 94.5, 0.0007307529449462891, 1.835536241531372 , 431.12, 431.39, 1195.88 ,744.43
2022/05/15 18:44:57,INFO,3.9551707235149305, -1, 94.5, 94.5, 0.0007302761077880859, 1.8268744945526123 , 432.13, 432.39, 1205.02 ,753.45
2022/05/15 18:46:09,INFO,3.9551707235149305, -1, 94.5, 94.5, 0.0007266998291015625, 1.8541922569274902 , 432.93, 433.16, 1198.53 ,746.86
2022/05/15 18:46:40,INFO,3.9551707235149305, -1, 94.5, 94.5, 0.0007491111755371094, 1.829279899597168 , 432.50, 432.76, 1205.33 ,754.10
2022/05/15 18:48:10,INFO,3.9551707235149305, 1, 4.0, 0.75, 0.0007259845733642578, 1.8478062152862549 , 433.04, 433.28, 1199.23 ,747.67
2022/05/15 18:48:49,INFO,3.9551707235149305, 1, 4.0, 0.75, 0.0006976127624511719, 1.8688938617706299 , 432.39, 432.60, 1198.25 ,746.47
2022/05/15 18:49:20,INFO,3.9551707235149305, 1, 4.0, 0.75, 0.0006735324859619141, 1.827573537826538 , 432.24, 432.49, 1197.82 ,745.87
2022/05/15 18:49:37,INFO,3.9551707235149305, 1, 4.0, 0.75, 0.0007562637329101562, 1.847682237625122 , 433.14, 433.35, 1199.60 ,747.43
2022/05/15 18:50:16,INFO,3.9551707235149305, 1, 4.0, 0.75, 0.0007193088531494141, 1.8739995956420898 , 432.59, 432.90, 1198.50 ,746.76
